"id"	"VerbLoc"	"LocID"	"Lat"	"Long"	"LatLongP"	"CoordProto"	"ElevMin"	"ElevMax"	"Country"	"CountryCod"	"Munici"	"Provin"
1845	"CONTRE CANAL DU RHIN A MACKENHEIM"	"MACKENHE"	48,18948	7,63135	0,001	"Georeferenced at site location"	171	171	"FRANCE"		"MACKENHEIM"	"BAS RHIN"
1846	"SOURCE DE LA QUELLGRABEN"	"QUELGRA"	48,27765	7,60942	0,001	"Georeferenced at site location"	166	166	"FRANCE"		"BINDERNHEIM"	"BAS RHIN"
1847	"RHIN A RHINAU"	"RHINAURH"	48,25717	7,67967	"NA"	"NA"			"FRANCE"		"RHINAU"	"BAS RHIN"
1848	"SOURCE KR KRAUTLANDERGRABEN"	"ROSSFELD"	48,3339	7,63116	0,001	"Georeferenced at site location"	155	155	"FRANCE"		"ROSSFELD"	"BAS RHIN"
1849	"SOURCE DE SAINT MATERNE"	"STMATERN"	48,36593	7,62184	0,001	"Georeferenced at site location"	159	159	"FRANCE"		"SAND"	"BAS RHIN"
1850	"LE GAVE D ASPE HYPORHEIC ZONE"	"GAVEASPE"	43,144125	-0,59828	0,001	"Georeferenced at site location"	254	254	"FRANCE"		"EYSUS"	"PYRENEES ATLANTIQUES"
1851	"RIVER AIN A L AVAL DU PONT DE PONT D AIN"	"AINR01AM"	46,045022	5,332299	0,001	"Georeferenced at site location"	233	233	"FRANCE"		"PONT D AIN"	"AIN"
1852	"RIVIERE L ALBARINE A SAINT RAMBERT EN BUGEY PASSERELLE AMONT DU VILLAGE"	"STRAMB2"	45,950168	5,445627	0,001	"Georeferenced at site location"	294	294	"FRANCE"		"SAINT RAMBERT EN BUGEY"	"AIN"
1853	"STATION 9. SECTEUR AIN"	"AINSTA09"	45,95206	5,2703	0,100	"Nearest locality"			"FRANCE"		"SAINT MAURICE DE REMENS"	"AIN"
1854	"STATION 10. SECTEUR AIN"	"AINSTA10"	45,97444	5,24051	0,100	"Nearest locality"			"FRANCE"		"CHATILLON LA PALUD"	"AIN"
1855	"PHREATIC SITE ALONG THE VIPAVA NEAR DORNBERK"	"DORNBERK"	45,88781	13,73774	0,100	"Nearest locality"			"SLOVENIA"		"DORNBERK"	"NOVA GORICA"
1856	"STATION 10. INTERSTITIEL DE L HERBASSE"	"HERBAS10"	45,12563	4,98387	0,100	"Nearest locality"			"FRANCE"		"SAINT DONAT SUR L HERBASSE"	"DROME"
1857	"SPRING IN KNIN"	"KNINSP"	44,03833	16,1948	0,100	"Nearest locality"			"CROATIA"		"KNIN"	"SIBENIK KNIN"
1858	"RIO NOGUERA RIBAGORZANA PONT DE SUERT"	"NOGUERA1"	42,4091	0,73948	0,100	"Nearest locality"			"SPAIN"		"PONT DE SUERT"	"LERIDA"
1859	"RIO NOGUERA PALLARESA"	"NOGUERA3"	42,2842	1,03792	0,100	"Nearest locality"			"SPAIN"		"COLLEGATS"	"LERIDA"
1860	"WELL, SOCERGA"	"SOCERGPT"	45,46473	13,89332	0,100	"Nearest locality"			"SLOVENIA"		"SOCERGA"	"KOPER"
1861	"TOSS RIVER UPSTREAM OF WINTERTHUR"	"TOSSRIV"	47,52317	8,61193	0,100	"Nearest locality"	460	460	"SWITZERLAND"		"WINTERTHUR"	"ZURICH"
1862	"FONTANA TOSI"	"CKMAP097"	45,55766	8,55155	0,100	"Nearest locality"			"ITALY"		"MOMO"	"PIEMONTE"
1863	"FONTANILE A CACCIANA"	"CKMAP107"	45,64709	8,42251	0,100	"Nearest locality"			"ITALY"		"FONTANETO D AGOGNA"	"PIEMONTE"
1864	"FONTANILE A CENTALE"	"CKMAP108"	45,64709	8,42251	0,100	"Nearest locality"			"ITALY"		"FONTANETO D AGOGNA"	"PIEMONTE"
1865	"IN UN POZZO POZZUOLO DEL FRIULI"	"CKMAP142"	45,99527	13,25705	0,100	"Nearest locality"			"ITALY"		"POZZUOLO DEL FRIULI"	"FRIULI VENEZIA GIULIA"
1866	"RISORGENZA DELLA GIACHEIRA (838 LI/IM)"	"CKMAP316"	43,93063	7,69188	0,100	"Nearest locality"	520	520	"ITALY"		"PIGNA"	"LIGURIA"
1867	"RISORGENZA DI CREPPO (390 LI/IM). CREPPO"	"CKMAP317"	44,02201	7,81464	0,100	"Nearest locality"	835	835	"ITALY"		"TRIORA"	"LIGURIA"
1868	"SORGENTE DEL MOLINO. FRAZIONE NOCI"	"CKMAP369"	44,56749	9,44077	0,100	"Nearest locality"	945	945	"ITALY"		"REZZOAGLIO"	"LIGURIA"
1869	"SORGENTE INFERIORE DEL RIO DEI RUGHI (651 LI/IM). BUGGIO"	"CKMAP383"	43,93063	7,69188	0,100	"Nearest locality"	717	717	"ITALY"		"PIGNA"	"LIGURIA"
1870	"SORGENTE SUPERIORE DEL RIO DEI RUGHI (652 LI/IM). BUGGIO"	"CKMAP410"	43,93063	7,69188	0,100	"Nearest locality"	720	720	"ITALY"		"PIGNA"	"LIGURIA"
1871	"GROTTA MARA"	"CKMAP136"	40,4249	8,5874	0,100	"Nearest locality"			"ITALY"		"PALAZZO MINERVA"	"SARDEGNA"
1872	"GROTTA MOLAFA"	"CKMAP137"	40,69467	8,46738	0,100	"Nearest locality"			"ITALY"		"CAFFE ROMA"	"SARDEGNA"
1873	"GROTTA ROMANA"	"CKMAP140"	40,7272	8,55848	1,000	"Nearest locality"			"ITALY"		"INCONNU"	"SARDEGNA"
1874	"SORGENTE SU COLOGONE. S. GIOVANNI"	"CKMAP405"	40,24472	9,4115	0,100	"Nearest locality"			"ITALY"		"OLIENA"	"SARDEGNA"
1875	"FIUME TAGLIAMENTO. A MONTE DEL PONTE DI PINZANO"	"CKMAP087"	46,17094	12,99242	0,100	"Nearest locality"	164	164	"ITALY"		"RAGOGNA"	"FRIULI VENEZIA GIULIA"
1876	"GROTTA DI PAPIPANO (FR 296). CANAL DI GRIV"	"CKMAP129"	46,16246	13,36158	0,010	"Nearest locality"			"ITALY"		"FAEDIS"	"FRIULI VENEZIA GIULIA"
1877	"RISORGENTE DEL T. MAREMOLA. 1 KM A MONTE DI MAGLIOLO"	"CKMAP314"	44,20615	8,31161	0,100	"Nearest locality"	170	170	"ITALY"		"MAGLIOLO"	"LIGURIA"
1878	"RISORGIVA DEL RIO DI FRONTE AL MOLINO DELLA CHIANELLA. 20 M A VALLE CASCATELLA"	"CKMAP318"	44,56693	8,4333	0,100	"Nearest locality"	240	240	"ITALY"		"CARTOSIO"	"PIEMONTE"
1879	"RISORGIVA RIVA SINISTRA RIO MISERIA. A MONTE FONDOFERLE"	"CKMAP322"	44,56693	8,4333	0,100	"Nearest locality"	280	280	"ITALY"		"PONZONE"	"PIEMONTE"
1880	"DRAVA RIVER"	"DRAVAPTU"	46,41997	15,86995	0,100	"Nearest locality"			"SLOVENIA"		"PTUJ"	"PTUJ"
1881	"STREAM NEAR KAMENSCAH"	"LJUTOMER"	46,51035	16,12761	0,100	"Nearest locality"			"SLOVENIA"		"ZGORNJI KAMENSCAH"	"LJUTOMER"
1882	"CAVE MEGARA MALDENOVICA (STAPARI 1701, BIOSP 1162), STAPARI, ULZICE"	"MALDENCA"	43,86423	19,74108	0,100	"Nearest locality"			"SERBIA"		"STAPARI"	"UZICE"
1883	"CAVE OBAJDINOVA"	"OBAJIDIN"	45,05257	15,20713	0,100	"Nearest locality"			"CROATIA"		"LIKA SENJ"	"JEZERANE"
1884	"CAVE ZAPLOCE (245B), GREBCI (RAVNO)"	"ZAPLOCE"	42,73351	18,0832	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"GREBCI"	"RAVNO"
1885	"GROTTA DEI RUGLI"	"CKMAP124"	43,93063	7,69188	0,100	"Nearest locality"			"ITALY"		"PIGNA"	"LIGURIA"
1886	"GROTTA DEI RUGLI (19 LI/IM)"	"CKMAP482"	43,93063	7,69188	0,100	"Nearest locality"	740	740	"ITALY"		"BUGGIO"	"LIGURIA"
1887	"VOGRSCEK BABJA JAMA KS 3903"	"BABJAJAM"	46,125339	13,712331	0,001	"Georeferenced at site location"	175	175	"SLOVENIA"		"GORENJI LOG AVCE"	"NOVA GORICA"
1888	"SOURCE BAKOVAC DANS LE LIT D UN TORRENT SUR LE HAMEAU DE PERSICI"	"BAKOVAC"	44,3491	15,74064	0,001	"Georeferenced at site location"	582	582	"CROATIA"		"GRACAC"	"LIKA"
1889	"IZKOPAN VODNJAK, KARAVLA (BELA CRKVA)"	"BELACRK2"	44,9	21,41667	0,100	"Nearest locality"			"SERBIA"		"BELA CRKVA"	"VOIVODINE"
1890	"RIVIERE AVIES"	"BRAZESTI"	46,4006	23,3219	0,100	"Nearest locality"			"ROMANIA"		"BRAZESTI"	"ALBA"
1891	"VRELO BRESTOVNIK, BJELJANI - VRIJEKA (DABARSKO POLJE)"	"BRESTOVN"	43,05535	18,2585	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"BJELJANI"	"SERB REPUBLIC"
1892	"CAVE GLUHA BUKOVICA"	"BUKOVICA"	44,33089	17,72815	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"GLUHA BUKOVICA"	"FEDERATION OF BOSNIA AND HERZEGOVINA"
1893	"SPRING CAVLINE"	"CAVLINE"	44,20092	15,6823	0,100	"Nearest locality"			"CROATIA"		"OBROVAC"	"ZADAR"
1894	"PUITS, CEREVIC, BEOCIN"	"CEREVIC"	45,21682	19,66673	0,100	"Nearest locality"			"SERBIA"		"CEREVIC"	"VOIVODINE"
1895	"CAVE DACA, LJUBOGOSTA, SARAJEVO"	"DACACAVE"	43,85014	18,56753	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"LJUBOGOSTA"	"SARAJEVO"
1896	"DEJANOVA CAVE"	"DEJANOVA"	42,87622	18,42799	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"BILECA"	"SERB REPUBLIC"
1897	"CAVE DOBRELJSKA, DOBRELJE, GATACKO POLJE"	"DOBRELJS"	43,08884	18,60629	0,001	"Georeferenced at site location"	947	947	"BOSNIA AND HERZEGOVINA"		"DOBRELJE"	"SERB REPUBLIC"
1898	"DOM R.O. (LJUBLJANA)"	"DOMLJUBJ"	46,05076	14,50623	0,100	"Nearest locality"			"SLOVENIA"		"LJUBLJANA"	"LJUBLJANA"
1899	"DOVJEZ"	"DOVJEINC"	46,11253	14,46839	0,100	"Nearest locality"			"SLOVENIA"		"DOVJEZ"	"LJUBLJANA"
1900	"TOMINCEV STUDENEC (-190) DVOR (ZUZEMBERK)"	"DVOR"	45,80824	14,96787	0,100	"Nearest locality"			"SLOVENIA"		"DVOR"	"ZUZEMBERK"
1901	"CAVE GASPINOVA"	"GASPINOV"	45,91722	14,2286	0,100	"Nearest locality"			"SLOVENIA"		"LOGATEC"	"LOGATEC"
1902	"WELL 1 AT HRASTJE 4"	"HRASTJE1"	46,07608	14,56482	0,001	"Georeferenced at site location"	286	286	"SLOVENIA"		"HRASTJE"	"LJUBLJANA"
1903	"WELL 4 AT HRASTJE 4"	"HRASTJE4"	46,07608	14,56482	0,001	"Georeferenced at site location"	286	286	"SLOVENIA"		"HRASTJE"	"LJUBLJANA"
1904	"SPRING IZICE"	"IZICESP"	46,05143	14,50597	0,100	"Nearest locality"			"SLOVENIA"		"LJUBLJANA"	"LJUBLJANA"
1905	"SPRING IZICE"	"IZICESP"	46,05143	14,50597	0,100	"Nearest locality"			"SLOVENIA"		"LJUBLJANA"	"LJUBLJANA"
1906	"CAVE JEZERO (UDBINA), ZOVI DO, NEVESINJE"	"JEZEROJA"	43,15728	18,21244	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"ZOVI DO"	"SERB REPUBLIC"
1907	"SPRING NEAR KNEZOVI (BRIONI JAGNJENICA) RADECE"	"KNEZOVI"	46,06559	15,12257	0,010	"Nearest locality"			"SLOVENIA"		"JAGNJENICA"	"RADECE"
1908	"CAVE KOBILJACA"	"KOBILJAC"	45,44755	15,13913	0,100	"Nearest locality"			"SLOVENIA"		"SPEHARJI"	"CRNOMELJ"
1909	"CAVE KOBILJACA"	"KOBILJAC"	45,44755	15,13913	0,100	"Nearest locality"			"SLOVENIA"		"SPEHARJI"	"CRNOMELJ"
1910	"IZVIR P. KOCEVSKIH POLJANAH, KOCEVSKE POLJANE"	"KOCEVJE"	45,64333	14,86333	0,100	"Nearest locality"			"SLOVENIA"		"KOCEVJE"	"KOCEVJE"
1911	"WELL IN KRASINEC 10"	"KRASIN10"	45,59087	15,28049	0,001	"Georeferenced at site location"	147	147	"SLOVENIA"		"KRASINEC"	"CRNOMELJ"
1912	"WELL IN KRASINEC 20"	"KRASIN20"	45,59326	15,28149	0,001	"Georeferenced at site location"	137	137	"SLOVENIA"		"KRASINEC"	"CRNOMELJ"
1913	"KUKACA (SOURCE SOUS LA ROUTE) TOUNJ (OGULIN)"	"KUKACASP"	45,23333	15,33222	0,100	"Nearest locality"			"CROATIA"		"STANICA KUKACA"	"KARLOVAC"
1914	"KURUZOVICA PECINA"	"KURUZOVI"	44,994153	15,651466	0,100	"Nearest locality"			"CROATIA"		"VAGANAC"	"RAKOVICA"
1915	"PUITS, KUSIC, BELA CRKVA"	"KUSICFON"	44,87693	21,48178	0,100	"Nearest locality"			"SERBIA"		"KUSIC"	"BELA CRKVA"
1916	"RIVIERE LA CAUSE SUR LE VERSANT NORD DE LA MONTAGNE SAINTE VICTOIRE"	"LACAUSE"	43,55463	5,61552	0,001	"Georeferenced at site location"	420	420	"FRANCE"		"VAUVENARGUES"	"BOUCHES DU RHONE"
1917	"SPRING LUKAVAC, ZAVALA, POPOVO POLJE"	"LUKAVAC"	42,85	17,98001	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"ZAVALA"	"FEDERATION OF BOSNIA AND HERZEGOVINA"
1918	"MODRO OKO"	"MODROOKO"	43,041714	17,532552	0,100	"Nearest locality"			"CROATIA"		"KOMIN"	"METKOVIC"
1919	"WELL AT RAKICAN (NR 117), MURSKA SOBOTA"	"MURSKAPT"	46,65066	16,19555	0,100	"Nearest locality"			"SLOVENIA"		"RAKICAN"	"MURSKA SOBOTA"
1920	"IZVIR OB UNCU PRI STOLPU, PLANINA"	"PLANINSP"	45,82987	14,25122	0,100	"Nearest locality"			"SLOVENIA"		"PLANINA"	"POSTOJNA"
1921	"SOURCE DE PISCICULTURE A PODGORICA"	"PODGOSP"	42,44258	19,26865	0,100	"Nearest locality"			"MONTENEGRO"		"PODGORICA"	"PODGORICA"
1922	"CAVE POLTARICA"	"POLTARIC"	45,88697	14,76795	0,001	"Georeferenced at site location"	276	276	"SLOVENIA"		"GRADICEK"	"GROSUPLJE"
1923	"SPRING POSCANE, DOLNJA PAKA (CRNOMELJ)"	"POSCANE"	45,57862	15,16809	0,100	"Nearest locality"			"SLOVENIA"		"DOLNJA PAKA"	"CRNOMELJ"
1924	"POTISKAVC (DOBREPOLJE)"	"POTISKAV"	45,7878	14,7596	0,100	"Nearest locality"			"SLOVENIA"		"POTISKAVEC"	"GROSUPLJE"
1925	"SPRING PRIBITU, DABARSKO POLJE"	"PRIBITU"	43,09041	18,19902	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"HATELJI"	"SERB REPUBLIC"
1926	"REZNICA, GREBCI, RAVNO"	"REZNICA"	42,73351	18,0832	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"GREBCI"	"RAVNO"
1927	"IZVIR NAD RIBNIKOM"	"RIBNIKOM"	44,40365	16,79795	0,001	"Georeferenced at site location"	303	303	"BOSNIA AND HERZEGOVINA"		"GORNJI RIBNIK"	"KLJUC"
1928	"RIO FRIO"	"RIOFRIO"	37,15406	-4,20682	0,001	"Georeferenced at site location"	497	497	"SPAIN"		"RIOFRIO"	"GRANADA"
1929	"SPRING IN THE VILLAGE, RIPAC (BIHAC)"	"RIPACSP"	44,76528	15,95534	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"RIPAC"	"BIHAC"
1930	"RIVCJA CAVE, ZAGRADEC (ZUZEMBERK)"	"RIVCJACA"	45,86117	14,83304	0,100	"Nearest locality"			"SLOVENIA"		"ZAGRADEC"	"GROSUPLJE"
1931	"CAVE RUDNICA"	"RUDNICCA"	45,21667	15,38333	0,100	"Nearest locality"			"CROATIA"		"KAMENICA"	"KARLOVAC"
1932	"SAVA RIVER IN CRNUCE (BOU-ROUCH SAMPLING)"	"SAVACRNU"	46,10071	14,51909	0,010	"Nearest locality"			"SLOVENIA"		"CRNUCE"	"LJUBLJANA"
1933	"SAVA RIVER IN JEZICA (BOU-ROUCH SAMPLING)"	"SAVAJEZI"	46,09295	14,5122	0,010	"Nearest locality"			"SLOVENIA"		"JEZICA"	"LJUBLJANA"
1934	"SAVA RIVER IN JEZICA (BOU-ROUCH SAMPLING)"	"SAVAJEZI"	46,09295	14,5122	0,010	"Nearest locality"			"SLOVENIA"		"JEZICA"	"LJUBLJANA"
1935	"SAVA RIVER IN KRESNICE 183C (KC SAMPLING)"	"SAVAKRE1"	46,10118	14,78468	0,100	"Nearest locality"			"SLOVENIA"		"KRESNICE"	"LITIJA"
1936	"SAVA RIVER IN KRESNICE 183A (KC SAMPLING)"	"SAVAKRE2"	46,10118	14,78468	0,100	"Nearest locality"			"SLOVENIA"		"KRESNICE"	"LITIJA"
1937	"SAVA RIVER IN KRESNICE 183B (BOU-ROUCH SAMPLING)"	"SAVAKRE3"	46,10118	14,78468	0,100	"Nearest locality"			"SLOVENIA"		"KRESNICE"	"LITIJA"
1938	"SAVA RIVER IN LUJBLJANA (BOU-ROUCH SAMPLING)"	"SAVALUJB"	46,05143	14,50597	0,100	"Nearest locality"			"SLOVENIA"		"LJUBLJANA"	"LJUBLJANA"
1939	"SAVA RIVER IN SOBEC (BOU-ROUCH SAMPLING)"	"SAVASOBE"	46,35281	14,14564	0,010	"Nearest locality"			"SLOVENIA"		"SOBEC"	"RADOVLJICA"
1940	"SAVA RIVER IN TOMACEVO (BOU-ROUCH SAMPLING)"	"SAVATOMA"	46,0804	14,53494	0,100	"Nearest locality"			"SLOVENIA"		"TOMACEVO"	"LJUBLJANA"
1941	"SAVA RIVER IN TOMACEVO (BOU-ROUCH SAMPLING)"	"SAVATOMA"	46,0804	14,53494	0,100	"Nearest locality"			"SLOVENIA"		"TOMACEVO"	"LJUBLJANA"
1942	"SPRING BREZICEK IN SIHURNA, PAKA (CRNOMELJ)"	"SIHURNA"	45,57862	15,16809	0,100	"Nearest locality"			"SLOVENIA"		"DOLNJA PAKA"	"CRNOMELJ"
1943	"STUDENEC, STAPARI, ULZICE"	"SKOKICI"	43,86423	19,74108	0,100	"Nearest locality"			"SERBIA"		"STAPARI"	"UZICE"
1944	"WELL AT KOVACEVA 26 IN SMARTNO"	"SMARTNO"	46,07983	14,55521	0,001	"Georeferenced at site location"	279	279	"SLOVENIA"		"SMARTNO"	"LJUBLJANA"
1945	"FONTAINE STINJEVAC (VRGORAC)"	"STINJEV"	43,17583	17,41306	0,100	"Nearest locality"			"CROATIA"		"STINJEVAC"	"VRGORAC"
1946	"CAVE SUSICA, DABARSKO POLJE"	"SUSICACA"	43,07534	18,23783	0,001	"Georeferenced at site location"	486	486	"BOSNIA AND HERZEGOVINA"		"MILAVICI"	"SERB REPUBLIC"
1947	"CAVE SUSICA, DABARSKO POLJE"	"SUSICACA"	43,07534	18,23783	0,001	"Georeferenced at site location"	486	486	"BOSNIA AND HERZEGOVINA"		"MILAVICI"	"SERB REPUBLIC"
1948	"SPRING NEAR SVIBNIK (CRNOMELJ)"	"SVIBNIK"	45,57128	15,1742	0,100	"Nearest locality"			"SLOVENIA"		"SVIBNIK"	"CRNOMELJ"
1949	"TOUNJCICA SPRING"	"TOUNJCIC"	45,25179	15,32058	0,100	"Nearest locality"			"CROATIA"		"TOUNJ"	"KARLOVAC"
1950	"RIO TURON EL BURGO"	"TURON"	36,78994	-4,94127	0,001	"Georeferenced at site location"	538	538	"SPAIN"		"EL BURGO"	"MALAGA"
1951	"SPRING LUKAVAC, VRGORAC"	"VRGORAC1"	43,2041	17,3706	0,100	"Nearest locality"			"CROATIA"		"VRGORAC"	"SPLIT DALMATIE"
1952	"ZIVA VODA (LAC)"	"VRGORAC2"	43,2041	17,3706	0,100	"Nearest locality"			"CROATIA"		"VRGORAC"	"VRGORAC"
1953	"SPRING VRIJEKA, DABARSKO POLJE"	"VRIJEKAS"	43,07449	18,23921	0,001	"Georeferenced at site location"	481	481	"BOSNIA AND HERZEGOVINA"		"MILAVICI"	"SERB REPUBLIC"
1954	"SPRING VRIJEKA, DABARSKO POLJE"	"VRIJEKAS"	43,07449	18,23921	0,001	"Georeferenced at site location"	481	481	"BOSNIA AND HERZEGOVINA"		"MILAVICI"	"SERB REPUBLIC"
1955	"WELL, VRTOJBA, NOVA GORICA"	"VRTOJBA"	45,91182	13,63529	0,100	"Nearest locality"			"SLOVENIA"		"VRTOJBA"	"NOVA GORICA"
1956	"WULFBACHQUELLHOEHLE"	"WULFBACH"	48,04146	8,89074	0,001	"Georeferenced at site location"	679	679	"GERMANY"		"MUHLHEIM AN DER DONAU"	"BADE WURTEMBERG"
1957	"PECINA PRI ZADRUZNEM DOMU, DONJI BRISNIK, DUVANJSKO POLJE"	"ZADRUZCA"	43,637631	17,237359	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"DONJI BRISNIK"	"FEDERATION OF BOSNIA AND HERZEGOVINA"
1958	"IZVIR V DESNI DOLINI POD ZMIJINICO"	"ZMIJINIC"	42,86083	19,76672	0,100	"Nearest locality"			"MONTENEGRO"		"LUBNICE"	"BERANE"
1959	"ABRAMOVICEVA 3 (PUMP) (PTUJ)"	"ABRAMOVI"	46,41997	15,86995	0,100	"Nearest locality"			"SLOVENIA"		"PTUJ"	"PTUJ"
1960	"RIO ALFAMBRA"	"ALFAMBRA"	40,491	-0,72722	0,100	"Nearest locality"			"SPAIN"		"ALLEPUZ"	"TERUEL"
1961	"CAVE BABA, CVALJINA, RAVNO, POPOVO POLJE"	"BABAPECI"	42,86604	17,97151	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"CVALJINA"	"FEDERATION OF BOSNIA AND HERZEGOVINA"
1962	"CAVE BARILOVIC"	"BARILOVI"	45,37707	15,5444	0,100	"Nearest locality"			"CROATIA"		"BARILOVIC"	"KARLOVAC"
1963	"ZABITA CRPALKA, KARAVLA (BELA CRKVA)"	"BELACRK1"	44,9	21,41667	0,100	"Nearest locality"			"SERBIA"		"BELA CRKVA"	"VOIVODINE"
1964	"CAVE NEARER (?) MLINI, GOSA (BIHAC)"	"BIHACCAV"	44,8196	15,87079	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"BIHAC"	"FEDERATION OF BOSNIA AND HERZEGOVINA"
1965	"CAVE BJELUSICA"	"BJELUSNI"	42,84516	17,97832	0,001	"Georeferenced at site location"	337	337	"BOSNIA AND HERZEGOVINA"		"ZAVALA"	"POPOVO POLJE"
1966	"SPRING, BOCAC (BANJA LUKA)"	"BOCACSP"	44,53027	17,17878	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"BOCAC"	"BANJA LUKA"
1967	"SPRING, BOCAC (BANJA LUKA)"	"BOCACSP"	44,53027	17,17878	0,100	"Nearest locality"			"BOSNIA AND HERZEGOVINA"		"BOCAC"	"BANJA LUKA"
1968	"SPRING 34 NEAR BODESCE (RADOVLJICA)"	"BODESC34"	46,34884	14,13599	0,100	"Nearest locality"			"SLOVENIA"		"BODESCE"	"RADOVLJICA"
1969	"SPRING IN BODESCE (RADOVLJICA)"	"BODESCE"	46,34884	14,13599	0,100	"Nearest locality"			"SLOVENIA"		"BODESCE"	"RADOVLJICA"
1970	"SPRING IN BODESCE (RADOVLJICA)"	"BODESCE"	46,34884	14,13599	0,100	"Nearest locality"			"SLOVENIA"		"BODESCE"	"RADOVLJICA"
1971	"SPRING 1 IN BODESCE (RADOVLJICA)"	"BODESCE1"	46,34884	14,13599	0,100	"Nearest locality"			"SLOVENIA"		"BODESCE"	"RADOVLJICA"
1972	"SPRING 2 IN BODESCE (RADOVLJICA)"	"BODESCE2"	46,34884	14,13599	0,100	"Nearest locality"			"SLOVENIA"		"BODESCE"	"RADOVLJICA"
1973	"SPRING NEAR BODESCE (RADOVLJICA)"	"BODESCEP"	46,34884	14,13599	0,100	"Nearest locality"			"SLOVENIA"		"BODESCE"	"RADOVLJICA"
1974	"SPRING NEAR THE LAKE OF BOHINJSP"	"BOHINJSP"	46,28556	13,86194	0,100	"Nearest locality"			"SLOVENIA"		"STARA FUZINA"	"BOHINJ"
1975	"CAVE MILJACKA"	"CAMILJAC"	44,00071	16,01744	0,001	"Georeferenced at site location"	85	85	"CROATIA"		"KNIN"	"SIBENIK KNIN"
1976	"SPRING NEAR CAVE CAVLINSKA"	"CAVLINSK"	44,2125	15,74165	0,001	"Georeferenced at site location"	38	38	"CROATIA"		"MUSKOVCI"	"OBROVAC"
1977	"CAVE DJUD, MALI NERAJEC (CRNOMELJ)"	"DJUDCAVE"	45,50182	15,19008	0,100	"Nearest locality"			"SLOVENIA"		"MALI NERAJEC"	"CRNOMELJ"
1978	"DANS LE DOBRO POLJE, SOURCE DES MOULINS, ZETA, NIKSIC"	"DOBROPOL"	42,64034	19,01806	0,100	"Nearest locality"			"MONTENEGRO"		"NIKSIC"	"NIKSIC"
1979	"RIVER DRAGONJA AT THE DAM"	"DRAGONJA"	45,47584	13,61831	0,100	"Nearest locality"			"SLOVENIA"		"SECOVLJE"	"PIRAN"
1980	"WELL, VUMPAH 17A, DUPLEK, MARIBOR"	"DUPLEKPT"	46,50069	15,75504	0,100	"Nearest locality"			"SLOVENIA"		"SPODNJI DUPLEK"	"MARIBOR"
1981	"PUITS A GLAVA ZETE"	"GLAVAZET"	42,665	18,99889	0,100	"Nearest locality"			"MONTENEGRO"		"GLAVA ZETE"	"NIKSIC"
1982	"PUITS, GORNJI KURSANEC 18 (VARAZDIN)"	"GORNJIKU"	46,33028	16,36321	0,100	"Nearest locality"			"CROATIA"		"GORNJI KURSANEC"	"VARAZDIN"
1983	"PUMP IN GRADICEK (KRKA)"	"GRADICEK"	45,8886	14,76944	0,100	"Nearest locality"			"SLOVENIA"		"GRADICEK"	"KRKA"
1984	"IDRIJCA RIVER, PHREATIC SITE"	"IDRIJCA"	46,10368	13,94914	0,100	"Nearest locality"			"SLOVENIA"		"ZELIN"	"CERKNO"
1985	"ISKA (PROD, PUMPA)"	"ISKAWELL"	45,92126	14,50757	0,100	"Nearest locality"			"SLOVENIA"		"ISKA"	"LJUBLJANA"
1986	"SPRING JELSEVNIK, JELSEVNIK (CRNOMELJ)"	"JELSEVNI"	45,57143	15,14656	0,100	"Nearest locality"			"SLOVENIA"		"JELSEVNIK"	"CRNOMELJ"
1987	"WELL IN JEZICA"	"JEZICAPT"	46,09287	14,51219	0,100	"Nearest locality"			"SLOVENIA"		"JEZICA"	"LJUBLJANA"
1988	"SPRING NEAR JOVINA CAVE"	"JOVINASP"	44,98167	15,70222	0,001	"Georeferenced at site location"	328	328	"CROATIA"		"NOVA KRSLJA"	"KARLOVAC"
1989	"SOURCE PRES DE LA SOURCE DE KARISNICA, KARIN (ZADAR)"	"KARINSP"	44,13598	15,63423	0,100	"Nearest locality"			"CROATIA"		"KARIN GORNJI"	"ZADAR"
1990	"CAVE ABOVE SPRING KRKA"	"KRKACAVE"	45,88995	14,77136	0,001	"Georeferenced at site location"	283	283	"SLOVENIA"		"GRADICEK"	"KRKA"
1991	"POMPAGE KUSIC (BELA CRKVA)"	"KUSICPUM"	44,87693	21,48178	0,100	"Nearest locality"			"SERBIA"		"KUSIC"	"BELA CRKVA"
